,url,duration
1745,xzBGEAdG-Tg,1896
1746,xzBGEAdG-Tg,1897
1747,rztcb-sbEE4,1898
1748,nilQjgsEGN4,1899
1749,qBOHvRQ3orE,1900
1750,qBOHvRQ3orE,1901
1751,uKnoo-s1c2I,1902
1752,wQWygif5dck,1903
1753,wQWygif5dck,1904
1754,iQA0sfA3ZEc,1905
1755,I1sfslgQ_mw,1906
1756,I1sfslgQ_mw,1907
1757,IwJbb0tQq7s,1908
1758,wune-PzwoQg,1909
1759,wune-PzwoQg,1910
1760,jOdkbOPiqsE,1911
1761,4jgoAfPWFzo,1912
1762,wrNAF5pbFNc,1913
1763,wrNAF5pbFNc,1914
1764,eEoSwgeBqhY,1915
1765,eEoSwgeBqhY,1916
1766,IqwzZwTyeyo,1917
1767,wfnEO1E2hsU,1918
1768,FokvtHumQag,1919
1770,FokvtHumQag,1920
1771,cSZFdJfT-so,1921
1772,cSZFdJfT-so,1922
1773,uQRS-Jqp0oA,1923
1774,pkbkTTtmhhw,1924
1775,pkbkTTtmhhw,1925
1776,u_HcNlmOSwg,1926
1777,u_HcNlmOSwg,1927
1778,draqd3ETFPE,1928
1779,SRjg_Aaq3bg,1929
1780,FzbQh-d4Tto,1930
1781,vqkcyp_tI-A,1931
1782,vqkcyp_tI-A,1932
1783,OwJngGTwn2o,1933
1784,p4qEHZlzHog,1934
1785,p4qEHZlzHog,1935
1786,ngOaItfq-6k,1936
1787,Ee-QEJndBJE,1937
1788,Ee-QEJndBJE,1938
1789,wZohsGGmtEk,1939
1790,wZohsGGmtEk,1940
1791,G3GEJpvkEmc,1941
1792,wcTxGTwceJo,1942
1793,wcTxGTwceJo,1943
1794,qbSJzHQYols,1944
1795,k4pZg-Q_PHc,1945
1796,f1hqHvR3FdE,1946
1797,xrbuhOuTKFk,1947
1798,xrbuhOuTKFk,1948
1799,lrpmEejhTAw,1949
1800,HkthxdutBnA,1950
1801,um3_QAQcwP4,1951
1802,laaQdZbsGZE,1952
1803,laaQdZbsGZE,1953
1804,glZYGy2ouSE,1954
1805,glZYGy2ouSE,1955
1806,yEi3aKJdeO0,1956
1807,yEi3aKJdeO0,1957
1808,pbsnuJq1Wq4,1958
1809,pbsnuJq1Wq4,1959
1810,YshJBTypvEA,1960
1811,beKfByBlAhQ,1961
1812,beKfByBlAhQ,1962
1813,hfhY_BwB7fs,1963
1814,QihseRRApI4,1964
1815,QihseRRApI4,1965
1816,y8nhcmwyoqQ,1966
1817,q3dqiRpGgGs,1967
1818,q3dqiRpGgGs,1968
1819,j1tbcogawSQ,1969
1820,yq0pt_Y_frk,1970
1821,zGgwahbqahU,1971
1822,zGgwahbqahU,1972
1823,ggRPnFuu-Qs,1973
1824,ggRPnFuu-Qs,1974
1825,QhqbbmP4uc,1975
1826,QhqbbmP4uc,1976
1827,ngf2GoEFJPE,1977
1828,ngf2GoEFJPE,1978
1829,uG_tQKQbjAY,1979
1831,uG_tQKQbjAY,1980
1832,wHJmcFvEnTA,1981
1833,NTocsiSFfys,1982
1834,NTocsiSFfys,1983
1835,-J_ihyPlOxw,1984
1836,rexKPqsy5vQ,1985
1837,JmhZfYJSuqs,1986
1838,ncmiFPhxiro,1987
1839,mauh_YQKhgE,1988
1840,mauh_YQKhgE,1989
1841,pj-B-SbpJiA,1990
1842,pj-B-SbpJiA,1991
1843,QyaGi1wYQgc,1992
1844,QyaGi1wYQgc,1993
1845,Nihjfvmx_so,1994
1846,jaqSimTYjk,1995
1847,uJTG2OQOl-w,1996
1848,uJTG2OQOl-w,1997
1849,nvu_IgvoGE4,1998
1850,xfp_n5Tyryw,1999
1851,lTPPipSAenw,2000
1852,lTPPipSAenw,2001
1853,rrNat-3H-Ew,2002
1854,rrNat-3H-Ew,2003
1855,hTj2SGPkKtg,2004
1856,kx_larKYpAQ,2005
1857,kx_larKYpAQ,2006
1858,slauSOa5-Qw,2007
1859,2v-_TGTklFQ,2008
1860,2v-_TGTklFQ,2009
1861,hnTGzYgumaI,2010
1862,tchOzeivZo0,2011
1863,lPlR-_ocdTQ,2012
1864,wAxyheoixmc,2013
1865,wAxyheoixmc,2014
1866,wPp7jbuJOHo,2015
1867,wKq2kbqtf3A,2016
1868,HFtTSPjpj_c,2017
1869,HFtTSPjpj_c,2018
1870,wFvzs2P1hHQ,2019
1871,wFvzs2P1hHQ,2020
1872,ZebJ2PE1ztg,2021
1873,T_BtuitQh_w,2022
1874,T_BtuitQh_w,2023
1875,ry4Kkuxx4F0,2024
1876,YduEfbzpdOQ,2025
1877,YduEfbzpdOQ,2026
1878,dqdRKFgoPfc,2027
1879,dqdRKFgoPfc,2028
1880,bHmAqtibTiI,2029
1881,ouYqANH8hlA,2030
1882,y7UZHEHhdek,2031
1883,RopkEy-EycA,2032
1884,RopkEy-EycA,2033
1885,qBw1hEEqZS0,2034
1886,xmg5axAQiyw,2035
1887,xmg5axAQiyw,2036
1888,plUsAQuaBZ0,2037
1889,plUsAQuaBZ0,2038
1890,hcB-w_3FHxQ,2039
1892,hcB-w__3FHxQ,2040
1893,Bs1HxF2zuzk,2041
1894,bnNI-cdxirQ,2042
1895,ppAPdFagHzE,2043
1896,ppAPdFagHzE,2044
1897,aZgdFncg1ss,2045
1898,wfNJmNGcsEQ,2046
1899,wfNJmNGcsEQ,2047
1900,lucajYNfFc8,2048
1901,B6AQhpFkgfQ,2049
1902,q4tGzHNuONQ,2050
1903,q4tGzHNuONQ,2051
1904,sKrdk4xwdBo,2052
1905,sKrdk4xwdBo,2053
1906,fx1do3YRPsE,2054
1907,fx1do3YRPsE,2055
1908,eFnlOA8-jdA,2056
1909,OtA4AEl_KJk,2057
1910,OtA4AEl_KJk,2058
1911,u1AjQxdb3Hc,2059
1912,u1AjQxdb3Hc,2060
1913,dQKotAHphKE,2061
1914,dQKotAHphKE,2062
1915,fQQJr-tEaJE,2063
1916,ln0ff5dZe0c,2064
1917,wx3wr2ZrSYA,2065
1918,wx3wr2ZrSYA,2066
1919,vQRiJthf6a0,2067
1920,yw7AfY0fihA,2068
1921,yw7AfY0fihA,2069
1922,xj3b3__Gpius,2070
1923,wiGjv-aOlhE,2071
1924,wiGjv-aOlhE,2072
1925,IAfz1PcxAyo,2073
1926,bdAxwEApy__Q,2074
1927,bdAxwEApy__Q,2075
1928,yuoq__YeIBxc,2076
1929,rTaE__HS__2ik,2077
1930,NP-bZmvOzhA,2078
1931,NP-bZmvOzhA,2079
1932,PBqjFihluag,2080
1933,PBqjFihluag,2081
1934,zNdQy3yyBgQ,2082
1935,ougEbiPYG2c,2083
1936,yn2bGA-nZAA,2084
1937,yn2bGA-nZAA,2085
1938,qqsZ__J3fm-A,2086
1939,Zf0lOv__ZIn4,2087
1940,ZAgZv10jIbo,2088
1941,gOqe2olOSuc,2089
1942,gOqe2olOSuc,2090
1943,ciZ0v8rGabo,2091
1944,ciZ0v8rGabo,2092
1945,xgwc4fsipJs,2093
1946,xgwc4fsipJs,2094
1947,k3Odpd3EFAE,2095
1948,FS6cFHTI1uk,2096
1949,FS6cFHTI1uk,2097
1950,zOh06yNeboc,2098
1951,zOh06yNeboc,2099
1953,O-RRxsorbPg,2100
1954,ladYOoihTHk,2101
1955,ladYOoihTHk,2102
1956,IBElwAz3O5s,2103
1957,kS2sGozZxZc,2104
1958,PpzFEyFxtoo,2105
1959,PpzFEyFxtoo,2106
1960,rxTt2yY31cs,2107
1961,wZmc7Egwfpc,2108
1962,wZmc7Egwfpc,2109
1963,YhBwhuqFqjw,2110
1964,YhBwhuqFqjw,2111
1965,hRp2iaks_fg,2112
1966,peGgwq7uJ_U,2113
1967,idhgcpHBvuo,2114
1968,idhgcpHBvuo,2115
1969,dfYKdPPxG_o,2116
1970,NNmy-vuwxrc,2117
1971,NNmy-vuwxrc,2118
1972,OEo_ug8EQbU,2119
1973,SfkphhQtEys,2120
1974,SfkphhQtEys,2121
1975,vwrTyHPe2QE,2122
1976,geFJKtFisPA,2123
1977,geFJKtFisPA,2124
1978,zowrvPh6xcs,2125
1979,ukbiPBR2-GI,2126
1980,hW-ynfpmcj4,2127
1981,hW-ynfpmcj4,2128
1982,HArS1HmjruQ,2129
1983,HArS1HmjruQ,2130
1984,ediic2HnGco,2131
1985,ediic2HnGco,2132
1986,qQiwgEQNfQs,2133
1987,qQiwgEQNfQs,2134
1988,GGGrmu_cYto,2135
1989,yZiWeGlNHug,2136
1990,GZFuHnwGZNc,2137
1991,GZFuHnwGZNc,2138
1992,swiSjPF_ii4,2139
1993,yn_lOfckS4o,2140
1994,yn_lOfckS4o,2141
1995,snNs6Weqtzw,2142
1996,IlppNGAeafE,2143
1997,nn_OOeNcPnw,2144
1998,nn_OOeNcPnw,2145
1999,4dK-BcpcnGw,2146
2000,a3FJiyeRrew,2147
2001,a3FJiyeRrew,2148
2002,H4_TtauZHaw,2149
2003,4kT-Ggvygc0,2150
2004,nGEO_aozx8w,2151
2005,nGEO_aozx8w,2152
2006,vgmYHte2Grs,2153
2007,vgmYHte2Grs,2154
2008,PsyZzsKcvic,2155
2009,PsyZzsKcvic,2156
2010,AiOzg_qNuT4,2157
2011,AiOzg_qNuT4,2158
2012,oOBPSkdqZZo,2159
2014,oOBPSkdqZZo,2160
2015,HO__uATipTtg,2161
2016,iA__liuSEKwk,2162
2017,iA__liuSEKwk,2163
2018,AbBF-faYffc,2164
2019,vzZH-OoHuyo,2165
2020,vzZH-OoHuyo,2166
2021,mir7GitnpuE,2167
2022,swcjch2KKIo,2168
2023,swcjch2KKIo,2169
2024,f-2EezHkGOs,2170
2025,f-2EezHkGOs,2171
2026,hPGtjxFKc50,2172
2027,quk0P8dl_OY,2173
2028,hNmFAeHOeBE,2174
2029,hNmFAeHOeBE,2175
2030,mvlwbkW-p0A,2176
2031,jsEhj-cjrPE,2177
2032,jsEhj-cjrPE,2178
2033,qtaQjlsquwc,2179
2034,qtaQjlsquwc,2180
